Collection_ID	Family	Genus	Species	Country	Province	County	Latitude	Longitude	Month	Year	Population	Eye	Mouth_position	Caudal_fin_shape	Eye	Eye_ball	Snout	Mouth_width	Mouth_length	AD	B_height	C_height	D_height	DI	AE	FG	FH	IM	IK	I_depth	JL	JW	K_depth	NO	O_depth	NP	QR	QU	ST	RV	AS	AT	DID
204045	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	5.21	9.63	7.46	5.54	21.03	8.75	12.19	18.86	37.01	25.21	4.08	24.51	19.43	13.32	29.24	15.51	4.28	21.13	8.34	12.67	16.95	13	27.67	13.17	28.98	102.78	115.95	63.45
204046	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	4.09	6.53	5.45	4.25	15.33	6.18	9.39	12.48	24.64	20.17	2.57	14.59	15.39	9.18	20.09	12.13	3.15	15.6	6.84	10.91	10.33	10.53	19.68	10.26	19.55	72.17	82.43	26.47
204047	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	2.66	2.46	2.27	2.31	7.2	2.88	4.44	5.56	10.34	9.46	1.17	4.98	5.02	3.97	7.2	5.53	1.3	5.85	2.82	3.9	5	3.79	NA	3.84	NA	32.94	36.78	2.24
204048	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	5.36	9.31	7.73	4.69	21.3	9.35	12.8	18.48	35.88	28.71	4.32	25.18	15.3	11.78	16.82	17.2	4.72	19.31	8.39	14.14	13.36	12.43	26.19	13.82	27.8	96.81	110.63	68.78
204049	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	3.02	2.86	2.12	2.38	7.7	2.95	4.69	6.01	10.73	9.87	1.39	6.95	NA	4.12	8.06	6.14	1.53	5.96	2.76	4.21	5.96	3.9	NA	4.04	NA	33.05	37.09	3.15
204050	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	2.93	3.18	2.94	2.73	8.29	3.25	5.04	7.31	13.74	10.74	1.49	7.9	NA	5.07	10.59	6.58	1.79	7.8	3.62	5.49	6.08	4.99	NA	8.05	NA	39.42	47.47	6.54
204051	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	4.41	7.08	6.79	5.45	16.74	7.34	10.74	14.1	30.93	22.9	2.96	16.12	17.01	11	23.86	13.34	3.24	19.72	8.46	12.85	13.77	11.83	21.18	11.93	21.83	83.93	95.86	57.24
204052	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.83	108.25	August	2008	NA	Developed	Sub-Terminal	forked	NA	4.09	6.27	5.87	4.83	15.55	6.58	9.47	12.33	26.58	21.1	2.14	14.45	14.4	8.79	16.7	12.23	3.02	13.28	5.59	9.14	12.48	9.35	19.78	10.32	19.21	73.75	84.07	28.49
AA01	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Lingyun	24.39	106.8	September	2016	Mi9	Reduced	Sub-Terminal	forked	7.69	1.5	9.38	7.04	5.35	26.11	9.01	10.46	18.9	43.69	35.64	5.32	41.2	22.2	19.69	42.3	25.62	6.08	30.49	14.4	18.32	24	16.84	36.25	13.52	36.6	131.69	145.21	121.19
AA02	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	5.86	2.36	14.59	11.19	8.34	32.17	10.46	15.04	25.2	59.26	43.84	9	50.26	42.4	33.91	63.81	34.55	8.39	45.31	18.51	32.25	31.6	23.19	45	20.81	45.15	173.93	194.74	312.83
AA03	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	7.9	1.84	13.15	10.76	7.94	29	9.61	14.11	23.77	52.52	38.24	7.14	41.43	31.71	28.15	55	30.43	9.62	41.71	15.44	27.67	26.61	21.46	41.29	21.72	43.64	154.11	175.83	198.76
AA04	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.6	2.25	7.12	7.44	3.34	17.15	6.14	7.18	12.55	24.7	21.81	4.01	21.27	18.92	14.69	24.15	16.52	4.36	17.12	7.19	10.51	15.59	10.04	25.46	9.3	23.96	81.9	91.2	18.44
AA05	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.43	1.27	7.38	4.89	2.92	17.13	4.75	7.31	13.46	24.74	21.84	3.18	23.96	21.27	16.32	27.09	17.31	3.55	20.65	8.16	12.68	16.8	11.78	25.94	9.33	26.87	85.92	95.25	13.37
AA06	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.58	2.15	12.35	10.72	7.07	29.64	9.64	14.23	22.91	54.44	38.02	8.65	45.79	37.97	26.37	57.89	31.86	8.71	42.97	15.75	24.9	27.18	21.08	44.96	21.61	45.99	159.65	181.26	222.25
AA07	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	10.22	1.8	13.9	11.74	8.58	35.28	11.13	16.87	28.19	69.21	49.31	8.78	59.86	46.65	37.92	77.54	39.25	9.31	56.22	18.16	32.51	34.94	27.18	51.42	26.51	53.65	187.98	214.49	444.81
AA08	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	8.67	1.94	14.93	11.58	8.54	33.08	10.86	15.33	26.15	65.21	40.37	9.67	42.26	48.26	37.06	74.56	41.02	9.66	52.3	18.58	29.52	34.18	26.18	49.67	22.83	53.6	186.59	209.42	352.35
AA09	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	9.34	2.16	18	11.53	7.49	33.32	10.31	15.41	26.66	60.24	45.96	8.05	48.21	38.43	34.45	68.3	37.3	10.86	51.26	17.63	30.13	33	24.39	45.11	23.97	52.73	184.78	208.75	251.29
AA10	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	5.26	2.32	9.61	5.19	3.4	18.24	6.48	7.8	13.1	25.94	24.76	3.37	19.32	19.61	14.91	22.96	15.96	3.58	16.55	8.28	11.46	16.57	10.15	22.18	6.97	23.78	85.42	92.39	15.22
AA11	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	3.47	1.2	9.61	4.74	3.33	18.44	5.02	5.79	12.66	27.54	22.57	4.66	NA	20.74	15.84	29.45	19.24	4.72	22.24	8.47	14.18	16.37	12.38	27.6	9.32	28.1	93.38	102.7	32.33
AA12	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.23	2.14	7.83	4.58	4.13	17.47	4.57	7.05	12.94	23.38	21.47	3.37	21.33	17.57	13.24	23.36	14.93	3.78	17.16	9.29	10.18	16.1	11.03	24.47	9.99	24.2	82.78	92.77	13.6
AA13	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	8.11	2.41	15.09	12.83	7.92	34.06	12.86	16.6	27.84	68.73	45.11	10.34	50.6	34.54	33.47	73.83	36.34	9.45	53.8	16.31	35.04	31.56	25.35	48.76	22.94	49.41	188.16	211.1	481.37
AA14	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	4.91	1.05	15.35	11.56	8.13	34.18	10.23	16.3	26.83	67.89	45.94	9.43	55.08	40.3	33.76	69.5	36.15	9.57	49.21	17.37	32.43	32.52	25.25	48.3	26.53	50.13	181.01	207.54	498.58
AA15	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.12	2.18	15.21	10.63	7.3	32.66	7.8	14.5	24.11	60.44	44.23	7.2	50.62	38.07	31.08	59.1	36.37	9.58	44.76	14.88	27.32	30.86	23.44	42.03	20.24	47.34	176.23	196.47	240.53
AA16	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.47	1.76	13.09	9.03	6.49	27.71	7.99	11.19	20.22	42.08	35.06	5.66	39.02	26.57	22.54	38.3	24.88	6.28	31.56	12.43	18.45	24.43	15.74	35	13.95	33.4	130.92	144.87	99.37
AA17	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.56	106.87	April	2019	Mi8	Reduced	Sub-Terminal	forked	2.87	0.66	8.09	4.9	2.92	15.96	3.72	6.43	12.03	22.93	20.11	3.03	18.7	11.01	11.29	19.53	14.31	2.85	14.22	6.17	8.29	15.82	8.45	20.94	8.16	20.87	75.37	83.53	29.75
AA18	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	3.91	4.69	3.41	3.84	11.75	4.46	6.82	9.17	15.21	14.5	1.48	7.13	9.07	5.38	11.25	7.69	2.4	8.21	4.9	5.14	5.43	5.02	12.33	7.27	13.74	45.33	52.6	2.27
AA19	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Lingyun	24.39	106.8	September	2016	Mi9	Reduced	Sub-Terminal	forked	5.34	1.34	11.53	7.28	6.29	27.81	8.13	11.9	20.88	46.91	36.91	5.42	46.8	27.34	23.51	46.35	30.36	7.05	33.59	14.13	20.26	25.86	18.04	NA	16.07	NA	142.04	158.11	160.17
AA20	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.44	0.94	8.69	5.61	3.77	18.59	5.34	7.67	13.93	27.21	23.66	3.25	24.91	NA	15.38	27.67	19.19	3.53	21.34	7.93	12.84	15.67	11.78	26.83	10.95	25.22	86.49	97.44	27.19
AA21	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	9.48	2.07	12.91	11.48	7.8	31.53	8.08	14.2	24.1	63.35	41.76	7.96	47.3	40.4	32.17	64.15	38.46	9.5	48.13	21.42	26.98	28.96	24.75	44.59	19.18	45.95	180.37	199.55	254.15
AA22	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.24	1.54	7.7	5.42	3.5	16.82	5.66	7.07	12.36	21.11	20.97	4.54	21.07	16.84	13.43	22.78	13.48	3.16	17.09	7.49	10.7	13.28	9.61	20.75	7.09	21.15	80.45	87.54	16.34
AA23	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.68	1.79	10.23	7.6	5.27	23.73	6.42	10.45	17.56	34.4	27.68	4.46	30.74	25.17	18.91	33.51	22.74	4.75	24.23	10.35	15.84	21.58	14.68	34.65	12.33	35.89	113.53	125.86	40.25
AA24	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	9.95	2.16	13.81	8.62	6.08	27.08	7.18	12.83	22.25	49.18	35.34	6.46	42.53	35.9	25.2	51.98	31.69	7.87	39.98	13.41	24.95	26.33	21.17	38.86	17.74	44.18	151.27	169.01	190.52
AA25	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	8.04	2.43	11.63	10.09	7.62	30.9	9.36	13.86	22.69	55.1	39.53	7.72	46.53	37.52	29.93	56.63	38.33	8.71	40.96	16.2	28.37	31.72	21.86	47.37	21.38	45.85	158.56	179.94	215.96
AA27	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	6.28	2.08	13.84	9.53	7.06	30.72	10.84	14.84	23.68	50.36	40.52	6.81	48.03	34.78	28.54	51.83	34.32	9.12	39.12	14.81	23.95	28.3	21.61	42.56	15.43	44.6	157.88	173.31	186.19
AA28	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.04	1.9	10.28	8.13	3.2	20.72	6.98	9.01	14.35	28.25	26.1	3.77	28.29	24.65	17.6	28.93	20.43	4.22	20.45	12.42	13.32	19.33	12.69	26.25	9.48	26.57	99.34	108.82	20.97
AA29	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.27	2.02	11.01	6.89	3.01	20.43	7.03	9.02	14.85	32.43	25.77	4.24	27.16	23.22	16.16	30.94	19.95	4.71	23.03	8.95	13.73	17.62	13.03	28.42	10.01	29.22	100.11	110.12	36.43
AA30	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.2	1.35	6.29	5.77	3.7	12.74	5.02	5.95	10.26	20.06	18.44	2.7	18.01	18.47	10.97	18.55	15.25	3.22	13.31	6.54	8.77	12.94	8.52	21.17	10.95	18.79	69.88	80.83	13.32
AA31	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Lingyun	24.39	106.8	September	2016	Mi9	Reduced	Sub-Terminal	forked	4.51	1.09	11.93	8.01	5.77	27.51	8.69	11.24	19.94	45.17	34.66	4.88	44.22	29.74	20.34	41	25.79	6.35	28.61	11.04	17.37	25.45	15.19	33.04	14.49	36.03	131.12	145.61	138.9
AA32	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.22	1.17	6.1	4.44	3.57	13.45	2.69	5.42	10.24	21.21	17.09	2.68	18.12	17.48	11.28	19.49	15.21	3.16	14.85	6.68	9.55	11.79	9.09	22.65	9.12	23.23	72.55	81.67	21.64
AA33	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.49	1.89	14.38	10.68	7.29	31.21	10.15	14.84	23.15	52.85	43.08	6.61	45.46	38.29	29.61	55.53	29.72	8.69	40.81	16.66	24.27	30.64	20.3	43.73	15.16	48.3	161.07	176.23	135.3
AA34	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.42	1.97	10.06	7.26	6.55	23.33	5.91	9.9	18.35	37.58	29.14	6.05	NA	22.67	20.82	38.78	26.56	6.31	28.99	12.61	15.98	24.4	15.64	35.12	14.88	36.46	120.16	135.04	63.37
AA35	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	6.56	2.72	15.86	10.54	7.36	31.89	10.29	15.42	25.63	55.82	42.35	7.47	44.61	36.42	29.82	56.35	36.23	8.9	41.51	19.1	25.54	31.32	21.98	44.12	12.94	47.57	165.42	178.36	199.55
AA36	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	6.17	1.7	18.57	12.86	8.31	37.42	12.58	15.15	26.78	64.61	45.48	8.11	47.3	40.5	33.49	65.55	39.76	11.44	45.57	17.11	27.95	35.97	25.12	49.93	16.58	52.32	185.85	202.43	334.26
AA37	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Lingyun	24.39	106.8	September	2016	Mi9	Reduced	Sub-Terminal	forked	6.99	1.42	8.87	7.24	7.03	24.31	8.14	10.21	18.39	40.28	32.92	6.75	NA	24.43	17.75	36.01	22.96	4.81	25.59	14.08	17.26	26.86	15.61	32.22	12.75	31.85	117.31	130.06	52.14
AA38	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	8.36	2.39	11.02	9.47	7.5	27.02	9.47	12.09	20.39	51.39	37.54	6.68	40.72	31.34	26.58	49.58	31.57	7.53	36.97	14.34	24.11	26.76	20.31	42.43	21.91	40.33	150.98	172.89	170.18
AA39	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.57	2.12	13.95	11.04	7	33.18	8.3	14.18	24.9	61.4	41.93	8.42	49.02	34.82	32.08	63.99	35.44	12.35	47.57	20.01	28.94	32.64	23.99	45.96	19.86	47.36	176	195.86	259.98
AA40	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	6.64	1.98	13.38	11.24	6.42	31.34	9.39	13.92	23.54	55.49	42.47	6.88	47.58	37.9	30.31	54.61	33.83	9.31	40.28	17.99	23.21	28.52	22.07	39.27	19.09	41.4	168.7	187.79	194.14
AA41	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.71	1	6.73	4.58	3.14	16.67	4.46	7.28	12.73	23.81	20.71	3.61	NA	18.62	12.76	23.24	16.33	3.56	18.68	8.34	11.19	14.24	9.9	23.46	8.58	26.24	81.47	90.05	17.68
AA42	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	6.81	1.41	13.71	9.56	6.56	28.92	8.63	12.69	21.61	52.26	36	7.27	41.19	34.96	28	53.22	35.57	7.57	40.36	11.93	25.94	27.38	20.24	41.46	21.01	44.06	152.45	173.46	196.97
AA43	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Lingyun	24.39	106.8	September	2016	Mi9	Reduced	Sub-Terminal	forked	6.4	1.41	11.88	8.53	6.07	30.39	9.06	12.72	23.48	50.72	37.74	9.07	NA	29.82	25.89	51.44	26.83	7.54	37.38	16.51	21.85	29.25	19.24	45.22	21.38	NA	151.47	172.85	160.68
AA44	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	7.83	2.51	13.81	10.45	8.94	33.9	10.8	14.81	25.42	61.73	41.93	8.36	49.34	39.64	32.08	64.06	37.37	10.49	49.67	18.45	30.21	31.47	24.21	51.49	25.42	52.84	176.54	201.96	347.66
AA45	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	6.39	1.5	13.12	11.46	7.67	30.44	9.22	14.29	24.8	58.87	42.21	7.59	46.14	32.23	29.4	59.73	29.38	8.7	45.2	18.38	26.44	25.27	23.49	NA	18.58	48.43	168.01	186.59	254.56
AA46	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	5.78	1.68	10.17	5.04	4.34	19.83	8.21	9.61	15.37	26.8	22.61	3.79	27.34	19.2	16.01	30.68	19.61	3.75	21.89	8.46	13.45	16.95	12.45	26.44	10.04	27.38	96.3	106.34	27.99
AA47	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.13	1.49	9.83	6.47	4.32	22.54	6.8	9.45	17.14	34.68	30.11	5.65	31.27	26.75	20.27	35.83	24.86	6.46	25.93	9.82	16.58	20.6	14.34	32.35	11.19	32.57	113.68	124.87	53.39
AA48	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	4.62	5.45	4.94	4.36	13.68	5.57	8.3	11.59	20.72	17.03	2.23	12.15	12.36	7.31	15.29	9.36	2.15	12.14	4.34	8.06	9.26	7.72	17.58	9.25	18.44	57.55	66.8	14.27
AA49	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	4.92	1.22	15.02	10.03	7.33	31.49	9.14	13.92	24.41	63.98	42.44	7.58	48.74	41.8	35.77	66.06	35.58	8.25	44.54	19.84	29.69	32.78	22.56	48.33	20	46.71	176.71	196.71	300.67
AA50	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.68	1.29	8.31	5.18	4.07	17.74	6.56	8.83	13.67	27.86	24.3	4.45	NA	16.29	14.57	28.14	17.77	4.22	20.53	7.06	12.48	16.36	11.97	26.34	9.37	NA	90.15	99.52	20.33
AA51	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.04	1.82	12.51	9.31	6.65	29.6	8.97	14.57	22.61	49.71	38.1	6.66	45.05	35.16	28.85	51.12	31.69	8.94	37.62	12.82	25.27	24.79	20.74	41.17	18.9	42.16	153.19	172.09	173.72
AA52	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.93	2.72	13.81	10.09	8.88	31.02	10.1	15.68	23.49	55.02	41.17	7.4	41.27	39.34	27.54	54.8	27.47	9.09	39.17	16.26	25.01	29.04	22.06	42.3	18.48	43.11	162.62	181.1	247.41
AA53	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	6.58	2.38	9.76	7.46	4.47	18.51	6.7	7.96	14.15	26.12	23.12	3.67	25.19	23.39	15.96	28.51	21.31	3.98	20.47	8.36	12.83	17.49	11.31	28.36	7.23	30.41	90.47	97.7	19.6
AA54	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Lingyun	24.24	107.11	September	2016	Mi2	Reduced	Sub-Terminal	forked	8.53	1.89	11.42	10.64	6.89	28.37	9.04	14.68	23.18	57.07	39.15	8.05	50.39	39.42	33.43	60.73	37.39	9.52	43.66	15.36	26.54	30.5	22.43	41.45	17.91	45.99	158.72	176.63	250.96
AA54	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.39	106.8	April	2019	Mi9	Reduced	Sub-Terminal	forked	5.37	1.22	9.14	5.11	4.37	21.14	5.16	8.14	15.37	34.42	28.69	3.8	31.66	19.12	15.48	32.04	19.2	4.46	23.53	10.17	14.37	21.12	12.45	31.82	12.79	30.15	103.88	116.67	65.29
AA56	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.33	106.98	NA	2011	Mi5	Reduced	Sub-Terminal	forked	7.81	1.9	12.08	10.02	7.51	30.15	8.82	13.24	22.63	55.01	37.18	7.1	50.47	35.75	29.03	57.38	35.32	8.92	44.56	16.95	29.35	31.02	22.26	40.58	18.23	43.67	164.04	182.27	251.57
AA57	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	9.59	1.94	12.88	10.34	6.55	27.14	9.1	13.08	21.8	49.48	34.63	6.97	43.66	32.23	25.81	53.04	27.28	8.97	36.73	14.24	22.35	27.69	20.46	41.36	16.27	42.2	145.08	161.35	177.47
AA58	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	8.57	2.92	13.27	9.06	5.35	23.88	8.42	11.76	20.07	51.71	32	6.31	37.55	NA	19.76	42.01	24.82	6.4	33.3	12.4	20.02	25.08	17.45	38.82	15.18	38.27	133.96	149.14	121.82
AA59	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	5.8	1.31	9.13	5.94	4.03	19.77	6.13	7.86	14.76	28.6	24.66	4.67	NA	21.77	15.82	28.62	18.99	4.04	21.56	10.71	12.9	19.28	12.07	24.5	9.16	28.08	99	108.16	35.9
AA60	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.24	107.11	April	2019	Mi2	Reduced	Sub-Terminal	forked	8.43	1.89	17.36	12.08	7.71	34.6	10.72	15.1	25.93	59.06	46.55	6.86	54.33	40.37	32.93	62.78	33.28	10.07	47.37	17.39	26.89	31.11	23.01	47.4	19.2	49.17	177.21	196.41	270.78
AA63	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	4.49	6.9	5.21	5.17	17.47	6.96	10.2	14.2	23.42	22.48	3.27	14.27	14.06	10.11	18.68	12.05	3.6	13.57	6.82	9.65	11.47	8.96	19.52	11.93	19.61	69.35	81.28	21
AA64	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Fengshan	24.56	106.87	April	2019	Mi8	Reduced	Sub-Terminal	forked	6.9	1.9	7.3	8.28	4.93	20.27	7.29	9.97	16.41	37.27	26.23	4.27	25.46	19	14.76	25.51	18.88	4.5	19.27	9.03	12.63	17.57	12.72	29.77	14.17	29.19	98.07	112.24	67.35
AA65	Cyprinidae	Sinocyclocheilus	lateristritus	China	Yunnan	Luliang	25.17	103.72	June	2016	La2	Developed	Sub-Terminal	forked	NA	4.65	5.38	4.28	4.39	14.21	4.95	8.5	12.05	20.5	18.4	2.61	9.7	7.26	11.53	14.74	8.12	2.3	11.06	4.12	6.98	9.04	6.79	14.41	8.44	16.42	58.02	66.46	15.22
AA66	Cyprinidae	Sinocyclocheilus	microphthalmus	China	Guangxi 	Bama	24.31	107	April	2019	Mi6	Reduced	Sub-Terminal	forked	4.8	0.95	7.55	6.36	3.7	17.29	5.2	7.8	13.26	25.38	23.12	3.87	23.34	24.28	14.93	27.58	19.16	5.11	20.04	7.27	12.79	15.5	11.75	NA	11.08	27.27	88.98	100.06	28.76
