Collection_ID	Family	Genus	Species	Country	Province	County	Latitude	Longitude	Month	Year	Population	Eye	Mouth_position	Caudal_fin_shape	Eye	Eye_ball	Snout	Mouth_width	Mouth_length	AD	B_height	C_height	D_height	DI	AE	FG	FH	IM	IK	I_depth	JL	JW	K_depth	NO	O_depth	NP	QR	QU	ST	RV	AS	AT	DID
197411	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	8.97	4.2	9.78	7.52	8.15	23.44	10.63	14.86	20.26	44.75	31.74	5.38	31.98	NA	16.55	38.3	21.77	5.75	29.54	11.07	18.67	20.99	16.99	34.04	14.6	36.52	118.68	133.28	135.93
197412	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	8.05	4	8.86	7.52	7.41	21.56	8.82	12.7	18.74	40.38	27.44	4.19	23.61	22.38	15.37	32.56	19.61	5.07	26.22	9.91	17.2	17.05	14.69	28.89	14.43	27.1	109.07	123.5	87.86
197413	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	9.15	4.12	8.46	7.22	6.59	19.61	10.22	13.11	17.51	37.41	27.74	4.21	24.39	21.33	13.75	30	18.46	4.94	24.01	9.89	15.82	18.08	14.29	25.71	12.57	26.14	102.73	115.3	75.68
197414	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.45	3.45	7.99	6.11	6.44	19.38	8.82	11.44	15.85	34.18	24.95	3.71	22.5	18.83	13.5	30.15	15.57	4.32	24.05	8.93	15.02	16.94	13.48	26.44	13.44	27.1	96.67	110.11	62.24
197415	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	8.21	4.51	7.83	6.84	6.64	19.96	8.82	11.51	16.9	35.09	25.04	3.09	21.85	20.57	13.84	30.15	16.53	4.59	23.59	9.21	15.38	16.66	13.43	25.58	12.72	27.96	98.79	111.51	76.51
197416	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	8.36	3.95	7.3	6.06	6.62	18.74	8.66	10.89	15.34	33.86	23.61	4.04	24.2	21.71	12.95	27.63	17.6	5.14	21.02	6.36	13.46	15.4	12.37	28.8	12.9	30.52	91	103.9	61.71
197417	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	8.8	3.84	6.4	6.66	6.16	18.1	8.71	12.27	16.16	34.79	26.17	3.84	20.81	20.77	13.36	28.56	17.08	4.17	23.38	7.89	15.53	15.14	12.82	25.61	11.35	26.43	95	106.35	69.4
197418	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	8.57	2.71	7.1	5.95	4.66	19.05	8.41	11.39	16.47	33.05	23.7	3.99	20.24	19.46	13.3	28.41	16.38	4.41	21.86	6.65	14.25	15.74	12.2	26.31	11.97	26.31	94.14	106.11	62.23
197419	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.52	3.76	7.26	6.41	6.53	18.37	8.62	11.59	16.26	35.48	24.43	3.27	21.17	19.26	13.23	24.94	15.58	3.58	19.14	6.96	14.73	13.8	13.4	23.2	12.48	25.65	94.27	106.75	73.32
197420	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	6.55	3.8	4.9	5.65	4.32	13.22	6.75	9.74	13.26	26.23	20.85	2.81	15.69	15.05	10.07	23.89	12.02	3.67	19.49	6.02	11.93	10.59	10.53	20.68	9.84	21.05	79.45	89.29	26.86
197421	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.45	3.74	5	7.11	4.71	13.25	6.59	10.07	14.61	27.1	29.7	3.09	13.95	NA	9.98	25.92	12.69	4.09	21.06	5.26	13.35	13.24	10.34	NA	10.15	NA	79.56	89.71	39.57
197422	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.24	3.47	3.86	5.66	4.41	12.98	6.23	8.52	12.08	26.97	19.2	2.93	13.42	NA	9.83	21.04	11.19	3.32	16.29	6.01	10.4	11.25	9.44	NA	8.99	NA	72.7	81.69	30.85
197423	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	6.72	4.19	5.02	5.99	3.72	15.45	NA	9.08	14.22	26.44	19.44	3.31	16.18	13.91	9.35	22.59	12.32	4.51	19.31	6.07	12.03	12.14	9.54	NA	NA	NA	79.56	NA	24.29
197424	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	6.3	3.48	4.44	5.39	4.5	13.6	6.91	9.23	12.54	23.92	18.46	2.68	14.45	13.21	8.14	21.11	10.35	3.14	17.26	4.89	10.76	11.45	9.61	19.24	10.07	19.19	68.87	78.94	22.62
197425	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.39	4.3	4.74	5.32	5.17	15.07	6.58	9.05	13.29	26.63	18.73	2.91	14.85	14.98	10.64	20.91	11.2	3.41	15.88	4.82	10.82	11.18	9.97	NA	8.28	NA	73.2	81.48	34.68
197426	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.25	3.98	4.27	5.84	5.49	14.91	7.18	9.56	12.97	22.42	18.89	2.3	13.17	12.99	9.08	21.29	10.59	2.98	17.09	5.79	10.98	10.04	10.2	NA	9.07	NA	67.51	76.58	13.54
197427	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	6.83	3.83	3.96	5.82	4.2	12.95	7.35	9.46	13.27	24.32	18.29	3.19	14.78	12.63	8.25	20.3	10.01	3.21	15.62	4.79	10.03	10.5	8.38	NA	8.72	NA	68	76.72	23.57
197428	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	6.55	3.77	4.54	4.35	5.08	14.03	6.47	8.97	13.99	25.34	17.64	2.75	14.71	14.52	9.28	22.05	11.42	3.34	17.01	3.24	12.46	11.96	9.7	NA	9.7	NA	72.83	82.53	26
197429	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	7.23	3.72	4.25	5.26	4.3	13.91	6.53	8.84	12.3	22.76	18.97	2.85	14.42	NA	9.31	19.31	11.06	3.6	16.25	5.05	11.13	10.21	9.51	NA	10.07	NA	69.71	79.78	18.59
197430	Cyprinidae	Sinocyclocheilus	brevis	China	Guangxi	Luocheng	24.78	108.9	April	2011	Br1	Developed	Sub-Terminal	forked	6.5	3.8	4.2	5.76	3.64	15.24	NA	9.67	13.32	22.83	19.24	2.38	14.1	12.67	7.85	20.91	10.46	3.13	15.68	4.61	10.18	10.71	9.21	16.26	9.38	NA	67.6	76.98	19.78
197441	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	10.07	4.5	12.4	10.28	9.11	28.23	12.73	15.05	22.9	41.97	37.79	4.49	32	27.88	17.21	37.23	25.08	5.31	26.66	9.79	16.23	22.08	14.95	35.35	16.1	37.34	119.33	135.43	128.04
197442	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	9.6	5	10.08	8.91	10.02	26.26	10.95	13.9	19.95	41.87	36.32	4.42	28.44	24.3	14.76	34.8	21.94	4.82	26.11	9.13	17.08	21.2	15.68	32.15	13.34	34.25	115.33	128.67	133.63
197443	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	8.5	3.26	12.5	8.24	7.7	28.04	10.43	12.78	19.95	39.96	36.61	5.52	27.87	23.57	16.49	34.38	21.59	5.42	24.47	10.54	14.69	20.99	15.05	32	15.3	33.25	114.26	129.56	94.62
197444	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	8.74	3.97	10.77	7.25	4.91	25.05	9.89	13.3	19.06	37.51	33.07	3.59	22.19	23.14	14.57	30.32	19.96	4.02	21.71	8.95	14.06	18.62	13.7	NA	13.08	33.22	107	120.09	83.07
197445	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	9.05	4.62	9.97	7.38	6.01	23.77	8.57	12.45	18.09	37.08	32.54	3.59	26.34	23.93	15.91	29.28	19.03	3.51	22.08	8.42	14.36	18.84	13.01	29.55	13	31.9	105.49	118.49	106.33
197446	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	8.57	4.19	10.35	7.79	5.17	23.21	9.73	12.17	17.38	34.58	30.81	3.75	23.74	23.8	14.15	28.17	18.53	3.78	21.32	7.91	13.49	17.5	12.87	28.19	12.58	30.14	100.92	113.5	84.65
197447	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	8.64	4.31	10.29	7.33	4.13	22.8	10.05	12.69	16.87	31.6	30.05	3.06	23.19	20.41	12.13	26.64	17.13	3.48	19.39	6.93	12.44	14.81	11.47	27.13	12.03	28.46	92.06	104.09	61.45
197448	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	7.2	4.09	10.94	7.25	4.9	21.25	10.1	12.44	17.07	30.02	27.6	3.44	21.76	19.22	12.48	22.81	17.08	3.7	16.59	7.46	10.39	16.95	10.71	25.95	11.26	26.08	89.25	100.51	32.24
197449	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	7.5	3.76	8.9	7.4	5.1	19.67	8.76	11.43	14.66	28.26	27.06	3.23	19.24	19.61	12.43	22.91	16	3.18	16.88	6.52	10.61	14.67	10.73	24.33	9.79	25.2	83.4	93.19	50.01
197450	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	7.27	3.52	7.26	5.99	5.29	15.96	6.22	8.49	12.15	23.67	24.58	3.38	19.75	16.07	9.88	19.09	15.18	2.95	14.08	6.14	8.91	13.86	8.13	20.1	9.99	23.12	76.26	86.25	26.12
197451	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi	Duan	24.06	108.05	April	2011	Bb2	Developed	Sub-Terminal	forked	7.55	3.8	8.07	5.83	3.95	19.88	8.19	10.54	13.99	29.4	27.36	3.08	18.73	18.43	10.8	21.92	15.53	3.35	16.17	6.38	10.21	14.84	10.09	22.36	10.77	24.84	82.9	93.67	45.15
197452	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	6.81	3.51	16.06	10.74	10.69	29.56	8.73	15.74	22.97	48.02	39.88	5.82	34.82	25.37	16.64	41.04	24.47	6.24	31.13	9.68	19.13	22.16	17.53	34.52	16.11	32.17	131.52	147.63	184.59
197453	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	4.17	2.41	12.02	7.27	7.21	22.94	8.18	12.27	17	36.7	32.08	3.67	26.49	21.09	15.34	30.97	19.17	3.83	23.27	10.38	14.12	18.75	14	28.88	14.31	27.96	102.69	117	104.68
197454	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	5.01	2.81	12.82	7.69	9.24	24.42	7.87	12.86	18.41	37.04	33.33	4.12	26.56	23.64	17.15	32.92	18.38	4.36	24.94	11.15	15.18	19.22	14.83	27.75	13.21	28.95	105.86	119.07	94.69
197455	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	7.88	3.7	9.85	6.77	6.84	23.62	6.15	11.84	16.11	35.47	32.9	3.74	21.29	NA	15.29	30.54	16.15	4.16	22.4	7.63	14.71	13.86	13.96	NA	NA	NA	105.08	NA	86.02
197456	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	6.72	2.22	9.65	6.37	7.34	20.05	7.56	11.19	15.36	33.33	26.69	3.45	17.99	17.56	11.83	26.91	15.23	3.6	21.59	9.2	12.42	16.41	11.83	NA	11.53	26.8	90.28	101.81	82.11
197457	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	8.01	3.83	7.62	6.47	8.33	21.14	8	11.54	16.06	31.29	28.01	4.28	21.63	19.05	11.76	24.91	17.4	3.21	18.12	6.74	9.82	16.12	10.85	25.82	12.17	26.47	89.93	102.1	57.45
197458	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	6.38	2.36	9.24	6.12	5.62	17.39	6.21	9.43	13.36	27.29	24.32	2.69	20.82	16.75	11.39	23.06	14.42	3.27	17.59	7.24	11.13	12.6	10.65	21.53	10.53	21.75	81.43	91.96	56.12
197459	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	5.82	2.72	7.13	6.27	7.52	19.99	6.33	10.41	14.42	29.07	25.82	2.96	19.95	16.93	11.98	22.72	14.54	3.34	17.31	7.63	10.79	15.24	11.47	24.62	10.81	24.71	83.8	94.61	48.31
197460	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	11.17	3.33	15.43	10.17	11.92	33.84	10.3	17.02	23	56.27	48.07	6.27	37.73	25.76	23.16	55.64	20.05	4.97	40.72	11.32	24.35	20.46	21.13	37.59	15.34	36.44	141.06	156.4	417.01
197461	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	10.68	2.98	12.66	9.37	10.2	28.66	11.03	17.24	21.5	47.8	42.37	4.26	31.47	21.35	17.21	40.55	20.11	4.45	30.14	10.91	17.59	19.35	16.24	NA	16.62	33.23	131.12	147.74	229.59
197462	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	12.39	3.98	14.42	10.55	11.69	34.04	10.78	17.51	25.01	59.71	48.49	6.6	34.43	29.02	21.39	54.1	24.11	4.76	40.22	12.66	23.07	24.74	20.79	34.48	16.47	38.09	157.81	174.28	432.26
197463	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	12.45	3.16	16.22	10.44	8.68	33.01	10.02	17.19	24.9	62.31	47.26	7.65	37	27.34	21.12	50.88	23.34	5.61	37.03	11.37	22.07	21.28	20.71	NA	16.72	39	161.47	178.19	389.6
197464	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	14.8	3.28	16.65	10.98	13.17	34.99	10.64	17.93	27.12	61.65	51.41	5.11	35.37	29.37	22.92	51.6	27.91	6.22	35.74	15.66	23.34	27.79	22.45	42.44	19.9	42.01	162.49	182.39	426.2
197465	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	10.48	3.22	14.22	10	10.83	29.68	8.71	15.72	22.55	45.41	38.39	5.2	32.24	24.97	19.38	39.34	20.38	5.53	29.9	12.49	18.77	22.52	18.21	30.9	12.87	31.81	128.87	141.74	188.68
197466	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	8.85	3.03	11.02	7.66	7.37	23.29	8.02	12.84	17.8	36.76	33.63	3.69	27.46	21.53	17.31	34.1	18.28	5	24.78	10.45	15.74	18.15	15.49	27.01	12.56	29.63	106.82	119.38	106.48
197467	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	10.35	3.18	11.81	7.88	8.24	27.04	8.24	14.37	19.48	39.93	37.39	3.91	29.18	22.99	18.2	36.91	20.67	5.38	26.96	10.89	16.36	19.06	15.91	29.96	14.37	31.66	117.24	131.61	138.49
197468	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	9.41	2.95	10.99	7.96	7.42	25.33	7.86	13.34	18.94	38.63	34.24	4.18	28.83	22.88	17.88	36.11	20.13	5.48	26.42	10.65	16.27	15.36	16.4	NA	12.62	32.14	113.07	125.69	126.78
197469	Cyprinidae	Sinocyclocheilus	brevibarbatus	China	Guangxi 	Duan	23.99	107.99	July	1999	Bb1	Reduced	Sub-Terminal	forked	7.38	2.81	8.29	6.19	6.11	19.54	6.9	10.46	15.14	27	27.37	3.15	22.53	18.12	12.15	28.92	16.04	4.35	19.94	7.64	13.05	13.86	11.78	25.69	10.65	26.16	85.61	96.26	46.37
197470	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Gongcheng	25.18	110.96	August	2002	Ji4	Developed	Terminal	forked	NA	4.98	9.17	9.24	6.84	19.97	7.82	11.81	15.86	43.07	28.24	3.85	23.22	25.26	15.59	34.04	18.16	4.53	24.84	9.19	17.52	21.48	14.88	31.42	15.61	30.82	114.01	129.62	81.89
197471	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Gongcheng	25.18	110.96	August	2002	Ji4	Developed	Terminal	forked	NA	5.65	9.61	8.41	6.3	22.36	8.57	12.47	17.74	41.98	29.24	4.31	23.58	25.45	15.9	34.08	20.11	5.37	24.11	8.74	16.81	20.76	15.44	33.89	13.85	31.57	113.53	127.38	88.57
197472	Cyprinidae	Sinocyclocheilus	jii	China	Guangxi 	Gongcheng	25.18	110.96	August	2002	Ji4	Developed	Terminal	forked	NA	5.78	9.25	7.85	6.67	22.41	8.62	12.74	17.87	42.04	30.68	4.36	25.56	26.8	16.7	32.65	20.27	4.75	25.39	9.44	15.88	19.75	16.24	32.39	16.11	30.64	117.18	133.29	116.27
197548	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	10.43	3.94	16.05	11.81	7.24	33.63	10.28	15.59	24.13	53.32	46.51	6.11	40.06	29.8	21.13	48.99	26.47	7.48	35.94	12.71	22.68	26.74	19.25	35.37	16.76	40.26	149.51	166.27	239.96
197549	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	9.27	3.52	13.28	10.62	7.3	30.95	10.6	14.9	22.96	45.17	41.23	4.51	34.29	27.19	18.48	45.17	25.65	7.13	33.24	11.91	19.1	23.62	17.79	35.14	15.41	33.71	130.9	146.31	183.02
197550	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	9.83	4.3	15.37	13.18	7.59	32.8	12.85	15.22	23	48.36	46.72	7.17	40.22	27.95	19.29	41.98	29.95	6.49	32.67	10.84	18.96	28.65	19.37	38.03	15.43	36.44	142.72	158.15	224.39
197551	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	9.97	3.48	13.52	9.89	6.84	29.24	9.53	14.21	21.63	44.95	41.8	4.96	33.47	25.7	17.96	41.49	24.42	7.56	30.06	11.37	18.98	25.35	16.99	31.62	14.32	31.22	130.8	145.12	167.15
197552	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	8.93	3.5	12.1	9.86	6.27	27.98	8.34	13.35	20.13	41.5	37.48	4.32	31.63	22.54	17.71	39.93	23.43	5.55	30.78	9.93	18.57	23.77	15.96	34.23	11.2	33.34	124.22	135.42	139.26
197553	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	9.49	3.96	11.93	8.22	6.71	26.95	9.48	13.24	20.37	42.15	36.96	4.26	27.89	20.01	16.78	38.77	21.12	5.79	28.13	10.28	17.36	21.12	15.28	28.17	11.71	33.02	119.35	131.06	140.72
197554	Cyprinidae	Sinocyclocheilus	mashanensis	China	NA	NA	NA	NA	April	2011	NA	Reduced	Sub-Terminal	forked	7.97	3.71	11.31	9.19	6.53	22.55	9.32	12.63	18.35	32.46	33.63	4.12	25.98	24.17	15.43	34.44	19.91	5.22	25.9	10.18	15.02	22.82	14.48	28.59	11.15	32.05	102.4	113.55	81.84
197555	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	March	2010	Ma1	Reduced	Sub-Terminal	forked	13.6	4.84	17.6	12.95	10.95	39.39	13.26	19.76	27.81	61.08	54.77	7.86	43.06	35.31	27.47	60.36	35.53	7.65	44.23	14.68	27.56	27.19	24.7	43.26	18.76	NA	170.82	189.58	365.21
197556	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	March	2010	Ma1	Reduced	Sub-Terminal	forked	11.2	3.9	17.55	13.93	9.02	37.25	12.59	18.26	25.85	54.1	50.93	6.65	39.28	31.94	25.98	52.05	30.99	7.71	37.66	14.71	23.85	26.38	20.54	43.4	18.99	44.93	160.17	179.16	230.73
197557	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	March	2010	Ma1	Reduced	Sub-Terminal	forked	10.95	3.7	16.71	12.54	8.82	32.37	10.65	15.72	22.98	54.19	42.8	6.49	36.61	30.91	24.05	53.76	30.28	7.47	39.44	13.86	22.9	24.96	20.78	37.56	15.18	42.02	151.19	166.37	285.69
197558	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	March	2010	Ma1	Reduced	Sub-Terminal	forked	9.81	3.75	15.9	11.87	8.94	33.06	11.76	16.92	23.58	48.75	47.68	6.15	38.34	30.23	23.95	48.05	25.67	6.08	35.34	14.8	21.81	25.99	16.67	37.35	16.9	40	143.24	160.14	237.85
197560	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	December	2008	Ma1	Reduced	Sub-Terminal	forked	8.9	3.56	14.2	10.7	8.91	30.16	11.76	16.58	23.59	49.97	40.44	NA	32.77	NA	19.05	43.39	NA	5.36	31.35	12.2	18.58	21.98	19.28	NA	13.39	33.89	131.26	144.65	250.71
197561	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	December	2006	Ma1	Reduced	Sub-Terminal	forked	9.47	3.27	12.15	7.58	6.36	24.73	6.82	12.26	18.83	37.24	34.07	4.08	25.7	NA	16.64	35.21	20.62	5.86	24.55	9.45	14.31	20.4	14.71	32.09	NA	NA	109.56	NA	91.95
197562	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	December	2006	Ma1	Reduced	Sub-Terminal	forked	8.57	3.16	13.38	9.01	5.06	23.88	12.17	15.34	19.37	28.41	31.64	3.34	21.25	16.58	14.79	30.09	17.11	4.6	21.44	8.87	13.61	17.32	13.15	24.61	10.93	23.25	95.12	106.05	45.21
197563	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	December	2006	Ma1	Reduced	Sub-Terminal	forked	8.47	3.6	9.78	7.75	5.44	24.38	7.62	12.39	18.99	38.36	32.2	4.52	29.91	NA	16.66	37.09	20.99	6.47	25.51	10.79	16	20.28	15..33	30.14	12.82	32	107.08	119.9	108.19
197564	Cyprinidae	Sinocyclocheilus	mashanensis	China	Guangxi	Mashan	23.71	108.29	December	2006	Ma1	Reduced	Sub-Terminal	forked	9.81	3.53	12.07	9.7	8.48	27.58	8.44	13.62	19.56	40.52	37.77	4.78	33.21	NA	18.72	40.57	20.15	6.52	27.96	12.2	17.06	21.2	16.44	NA	NA	NA	123.18	NA	158.79
197565	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Yizhou	24.46	108.42	May	2004	Hu4	Developed	Sub-Terminal	forked	NA	3.77	5.44	4.34	4.1	12.08	5.14	7.83	10.36	20.4	15.82	2.06	10.27	11.09	7.46	16.03	8.84	2.43	12.19	5.26	8.14	9.64	7.92	NA	7.68	15	57	64.68	19.43
197566	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Yizhou	24.46	108.42	May	2004	Hu4	Developed	Sub-Terminal	forked	NA	4.43	6.73	6.12	4.73	16.08	6.7	10.06	13.81	28.59	22.09	2.91	14.45	14.96	10.23	23.98	12.22	3.4	19.77	7.21	11.87	12.15	11.29	19.1	10.99	19.72	80.74	91.73	42.25
197567	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Yizhou	24.46	108.42	May	2004	Hu4	Developed	Sub-Terminal	forked	NA	3.63	4.28	3.65	2.83	11.32	4.81	7.04	9.48	16.66	14.27	1.41	9.31	9.12	10.24	12.16	7.88	1.77	9.28	4.11	6.37	8.35	6.55	13.63	7.39	13.53	47.85	55.24	10.98
197568	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.94	108.39	May	2004	Hu2	Developed	Sub-Terminal	forked	NA	4.52	8	6.68	5.19	18.44	7.05	10.18	15.2	31.59	24.25	3.99	19.05	14.01	12.01	27.32	13.02	3.37	20.93	7.57	14.49	13.02	12.09	NA	13.63	NA	88.31	101.94	56.95
197569	Cyprinidae	Sinocyclocheilus	huanjiangensis	China	Guangxi	Huanjiang	24.94	108.39	May	2004	Hu2	Developed	Sub-Terminal	forked	NA	3.5	7.94	7.95	NA	NA	NA	13.48	18.06	31.75	NA	4.1	17.68	15.19	10.03	28.73	13.98	4.06	21.53	7.66	13.35	13.7	12.87	23.07	11.28	24.81	NA	NA	61.95
